#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATAD2	NUSAP1	9606.ENSP00000287394	9606.ENSP00000453403	0	0	0	0	0.768	0	0	0.117	0.787
ATAD2	CDK1	9606.ENSP00000287394	9606.ENSP00000378699	0	0	0	0	0.785	0.101	0	0.140	0.819
ATAD2	RRM2	9606.ENSP00000287394	9606.ENSP00000353770	0	0	0	0	0.781	0	0	0.261	0.831
ATAD2	TOP2A	9606.ENSP00000287394	9606.ENSP00000411532	0.051	0	0	0	0.790	0.244	0	0.248	0.872
AURKB	CDC6	9606.ENSP00000313950	9606.ENSP00000209728	0	0	0	0	0.767	0.180	0	0.553	0.907
AURKB	MYBL2	9606.ENSP00000313950	9606.ENSP00000217026	0	0	0	0	0.590	0.088	0	0.405	0.758
AURKB	TUBG1	9606.ENSP00000313950	9606.ENSP00000251413	0	0	0	0	0.242	0	0	0.441	0.559
AURKB	NASP	9606.ENSP00000313950	9606.ENSP00000255120	0	0	0	0	0.845	0	0	0.096	0.854
AURKB	ESPL1	9606.ENSP00000313950	9606.ENSP00000257934	0	0	0	0	0.920	0	0	0.802	0.983
AURKB	NDC80	9606.ENSP00000313950	9606.ENSP00000261597	0	0	0	0	0.957	0.499	0.900	0.874	0.999
AURKB	PKMYT1	9606.ENSP00000313950	9606.ENSP00000262300	0	0	0.377	0.595	0.719	0	0	0.530	0.808
AURKB	GINS1	9606.ENSP00000313950	9606.ENSP00000262460	0	0	0	0	0.381	0	0	0.181	0.471
AURKB	CENPU	9606.ENSP00000313950	9606.ENSP00000281453	0	0	0	0	0.551	0	0	0.411	0.724
AURKB	HMGB2	9606.ENSP00000313950	9606.ENSP00000296503	0	0	0	0	0.319	0.117	0	0.095	0.408
AURKB	RAD21	9606.ENSP00000313950	9606.ENSP00000297338	0	0	0	0	0.082	0.094	0	0.716	0.744
AURKB	CHAF1A	9606.ENSP00000313950	9606.ENSP00000301280	0	0	0	0	0.617	0	0	0.093	0.638
AURKB	FEN1	9606.ENSP00000313950	9606.ENSP00000305480	0	0	0	0	0.869	0	0	0.236	0.896
AURKB	CLSPN	9606.ENSP00000313950	9606.ENSP00000312995	0	0	0	0	0.471	0	0	0.348	0.641
AURKB	CDCA4	9606.ENSP00000313950	9606.ENSP00000337226	0	0	0	0	0.340	0	0	0.186	0.440
AURKB	IQGAP3	9606.ENSP00000313950	9606.ENSP00000354451	0	0	0	0	0.460	0	0	0.063	0.472
AURKB	E2F2	9606.ENSP00000313950	9606.ENSP00000355249	0	0	0	0	0.213	0	0	0.399	0.507
AURKB	CHAF1B	9606.ENSP00000313950	9606.ENSP00000315700	0	0	0	0	0.395	0	0	0.243	0.522
AURKB	LMNB2	9606.ENSP00000313950	9606.ENSP00000327054	0	0	0	0	0.387	0	0	0.264	0.530
AURKB	WDR62	9606.ENSP00000313950	9606.ENSP00000384792	0	0	0	0	0.202	0.342	0	0.187	0.536
AURKB	DSCC1	9606.ENSP00000313950	9606.ENSP00000322180	0	0	0	0	0.444	0.117	0	0.161	0.552
AURKB	BRCA1	9606.ENSP00000313950	9606.ENSP00000418960	0	0	0	0	0.341	0	0	0.480	0.643
AURKB	PCNA	9606.ENSP00000313950	9606.ENSP00000368458	0	0	0	0	0.737	0	0	0.113	0.757
AURKB	CDCA2	9606.ENSP00000313950	9606.ENSP00000328228	0	0	0	0	0.622	0	0	0.577	0.834
AURKB	CKAP2	9606.ENSP00000313950	9606.ENSP00000367276	0	0	0	0	0.833	0	0	0.219	0.864
AURKB	TCF19	9606.ENSP00000313950	9606.ENSP00000365433	0	0	0	0	0.868	0	0	0.168	0.886
AURKB	MKI67	9606.ENSP00000313950	9606.ENSP00000357643	0	0	0	0	0.804	0.270	0	0.481	0.919
AURKB	NUP153	9606.ENSP00000313950	9606.ENSP00000444029	0	0	0	0	0.087	0	0.900	0.275	0.928
AURKB	TYMS	9606.ENSP00000313950	9606.ENSP00000315644	0	0	0	0	0.914	0	0	0.292	0.937
AURKB	RRM2	9606.ENSP00000313950	9606.ENSP00000353770	0	0	0	0	0.921	0	0	0.394	0.950
AURKB	KIFC1	9606.ENSP00000313950	9606.ENSP00000393963	0	0	0	0	0.885	0.146	0	0.590	0.956
AURKB	NUSAP1	9606.ENSP00000313950	9606.ENSP00000453403	0	0	0	0	0.930	0	0	0.459	0.960
AURKB	KIF4A	9606.ENSP00000313950	9606.ENSP00000363524	0	0	0	0	0.890	0.146	0	0.710	0.970
AURKB	CDK1	9606.ENSP00000313950	9606.ENSP00000378699	0	0	0.422	0.726	0.959	0.326	0	0.882	0.980
AURKB	TOP2A	9606.ENSP00000313950	9606.ENSP00000411532	0	0	0	0	0.947	0.309	0	0.641	0.985
AURKB	KIF20A	9606.ENSP00000313950	9606.ENSP00000378356	0	0	0	0	0.932	0.711	0.900	0.955	0.999
BRCA1	RFC2	9606.ENSP00000418960	9606.ENSP00000055077	0	0	0	0	0.102	0.128	0.600	0.583	0.852
BRCA1	CDC6	9606.ENSP00000418960	9606.ENSP00000209728	0	0	0	0	0.545	0	0	0.428	0.728
BRCA1	MYBL2	9606.ENSP00000418960	9606.ENSP00000217026	0	0	0	0	0.266	0	0	0.305	0.468
BRCA1	TUBG1	9606.ENSP00000418960	9606.ENSP00000251413	0	0	0	0	0.118	0.874	0.540	0.189	0.953
BRCA1	ESPL1	9606.ENSP00000418960	9606.ENSP00000257934	0	0	0	0	0.263	0	0	0.261	0.432
BRCA1	NDC80	9606.ENSP00000418960	9606.ENSP00000261597	0	0	0	0	0.463	0	0	0.158	0.528
BRCA1	CENPU	9606.ENSP00000418960	9606.ENSP00000281453	0	0	0	0	0.349	0.391	0	0.090	0.607
BRCA1	UBXN1	9606.ENSP00000418960	9606.ENSP00000294119	0	0	0	0	0	0.270	0.600	0.529	0.850
BRCA1	RAD21	9606.ENSP00000418960	9606.ENSP00000297338	0	0	0	0	0.109	0.128	0.600	0.407	0.791
BRCA1	CHAF1A	9606.ENSP00000418960	9606.ENSP00000301280	0	0	0	0	0.294	0.182	0	0.249	0.529
BRCA1	FEN1	9606.ENSP00000418960	9606.ENSP00000305480	0	0	0	0	0.200	0	0	0.598	0.664
BRCA1	CLSPN	9606.ENSP00000418960	9606.ENSP00000312995	0	0	0	0	0.341	0.487	0.600	0.683	0.951
BRCA1	TYMS	9606.ENSP00000418960	9606.ENSP00000315644	0	0	0	0	0.268	0	0	0.458	0.586
BRCA1	POLE	9606.ENSP00000418960	9606.ENSP00000322570	0	0	0	0	0.276	0.459	0.900	0.594	0.982
BRCA1	CDCA2	9606.ENSP00000418960	9606.ENSP00000328228	0	0	0	0	0.301	0.128	0	0.096	0.401
BRCA1	SMAD4	9606.ENSP00000418960	9606.ENSP00000341551	0	0	0	0	0	0.213	0	0.557	0.636
BRCA1	RRM2	9606.ENSP00000418960	9606.ENSP00000353770	0	0	0	0	0.409	0	0	0.525	0.708
BRCA1	E2F2	9606.ENSP00000418960	9606.ENSP00000355249	0	0	0	0	0.119	0	0	0.432	0.478
BRCA1	MKI67	9606.ENSP00000418960	9606.ENSP00000357643	0	0	0	0	0.389	0.128	0	0.422	0.665
BRCA1	LMO4	9606.ENSP00000418960	9606.ENSP00000359575	0	0	0	0	0	0.495	0	0.358	0.662
BRCA1	KIF4A	9606.ENSP00000418960	9606.ENSP00000363524	0	0	0	0	0.368	0.459	0	0.212	0.707
BRCA1	MSH5	9606.ENSP00000418960	9606.ENSP00000364855	0	0	0	0	0.126	0.107	0.650	0.326	0.791
BRCA1	DCLRE1C	9606.ENSP00000418960	9606.ENSP00000367527	0	0	0	0	0.063	0.270	0.650	0.337	0.820
BRCA1	PCNA	9606.ENSP00000418960	9606.ENSP00000368458	0	0	0	0	0.279	0.128	0.900	0.172	0.941
BRCA1	KIF20A	9606.ENSP00000418960	9606.ENSP00000378356	0	0	0	0	0.323	0.128	0	0.188	0.479
BRCA1	CDK1	9606.ENSP00000418960	9606.ENSP00000378699	0	0	0	0	0.445	0.487	0	0.697	0.906
BRCA1	PAXIP1	9606.ENSP00000418960	9606.ENSP00000384048	0	0	0	0	0.062	0.056	0.650	0.636	0.872
BRCA1	KIFC1	9606.ENSP00000418960	9606.ENSP00000393963	0	0	0	0	0.163	0.459	0	0.223	0.617
BRCA1	TOP2A	9606.ENSP00000418960	9606.ENSP00000411532	0	0	0	0	0.676	0.383	0	0.567	0.906
BRCA1	NUSAP1	9606.ENSP00000418960	9606.ENSP00000453403	0	0	0	0	0.408	0	0	0.234	0.527
CCT7	TUBG1	9606.ENSP00000258091	9606.ENSP00000251413	0	0	0	0	0.178	0.343	0	0.062	0.449
CCT7	FEN1	9606.ENSP00000258091	9606.ENSP00000305480	0.045	0	0.247	0	0.231	0	0	0.146	0.465
CDC6	RFC2	9606.ENSP00000209728	9606.ENSP00000055077	0.093	0	0	0	0.246	0.212	0.900	0.666	0.978
CDC6	MASTL	9606.ENSP00000209728	9606.ENSP00000365107	0	0	0	0	0.333	0	0	0.230	0.465
CDC6	TCF19	9606.ENSP00000209728	9606.ENSP00000365433	0	0	0	0	0.464	0	0	0.053	0.472
CDC6	RAD21	9606.ENSP00000209728	9606.ENSP00000297338	0	0	0	0	0.253	0.071	0	0.334	0.498
CDC6	CHAF1B	9606.ENSP00000209728	9606.ENSP00000315700	0	0	0	0	0.466	0	0	0.177	0.542
CDC6	KIFC1	9606.ENSP00000209728	9606.ENSP00000393963	0	0	0	0	0.431	0.096	0	0.195	0.550
CDC6	LMNB2	9606.ENSP00000209728	9606.ENSP00000327054	0	0	0	0	0.269	0	0	0.432	0.567
CDC6	CDCA2	9606.ENSP00000209728	9606.ENSP00000328228	0	0	0	0	0.552	0	0	0.342	0.693
CDC6	CENPU	9606.ENSP00000209728	9606.ENSP00000281453	0	0	0	0	0.669	0	0	0.134	0.701
CDC6	KIF4A	9606.ENSP00000209728	9606.ENSP00000363524	0	0	0	0	0.650	0.057	0	0.193	0.710
CDC6	MKI67	9606.ENSP00000209728	9606.ENSP00000357643	0	0	0	0	0.592	0	0	0.337	0.718
CDC6	CHAF1A	9606.ENSP00000209728	9606.ENSP00000301280	0	0	0	0	0.612	0	0	0.314	0.723
CDC6	E2F2	9606.ENSP00000209728	9606.ENSP00000355249	0	0	0	0	0.134	0.104	0	0.684	0.733
CDC6	PKMYT1	9606.ENSP00000209728	9606.ENSP00000262300	0	0	0	0	0.453	0.078	0	0.529	0.742
CDC6	KIF20A	9606.ENSP00000209728	9606.ENSP00000378356	0	0	0	0	0.734	0.057	0	0.170	0.774
CDC6	MYBL2	9606.ENSP00000209728	9606.ENSP00000217026	0	0	0	0	0.615	0.102	0	0.465	0.799
CDC6	FEN1	9606.ENSP00000209728	9606.ENSP00000305480	0.073	0	0	0	0.708	0	0	0.517	0.858
CDC6	TYMS	9606.ENSP00000209728	9606.ENSP00000315644	0	0	0	0	0.757	0	0	0.485	0.869
CDC6	TOP2A	9606.ENSP00000209728	9606.ENSP00000411532	0	0	0	0	0.711	0.129	0	0.526	0.870
CDC6	NASP	9606.ENSP00000209728	9606.ENSP00000255120	0	0	0	0	0.852	0	0	0.265	0.886
CDC6	NUSAP1	9606.ENSP00000209728	9606.ENSP00000453403	0	0	0	0	0.834	0	0	0.340	0.886
CDC6	CLSPN	9606.ENSP00000209728	9606.ENSP00000312995	0	0	0	0	0.507	0	0.600	0.495	0.891
CDC6	PCNA	9606.ENSP00000209728	9606.ENSP00000368458	0	0	0	0	0.710	0.192	0	0.576	0.892
CDC6	NDC80	9606.ENSP00000209728	9606.ENSP00000261597	0	0	0	0	0.877	0	0	0.182	0.895
CDC6	DSCC1	9606.ENSP00000209728	9606.ENSP00000322180	0	0	0	0	0.875	0	0	0.257	0.903
CDC6	GINS1	9606.ENSP00000209728	9606.ENSP00000262460	0	0	0	0	0.738	0.078	0	0.651	0.908
CDC6	RRM2	9606.ENSP00000209728	9606.ENSP00000353770	0	0	0	0	0.860	0	0	0.548	0.934
CDC6	ESPL1	9606.ENSP00000209728	9606.ENSP00000257934	0	0	0	0	0.846	0.243	0	0.607	0.950
CDC6	POLE	9606.ENSP00000209728	9606.ENSP00000322570	0	0	0	0	0.682	0.184	0.900	0.570	0.987
CDC6	CDK1	9606.ENSP00000209728	9606.ENSP00000378699	0	0	0	0	0.816	0.747	0	0.871	0.993
CDCA2	MYBL2	9606.ENSP00000328228	9606.ENSP00000217026	0	0	0	0	0.462	0	0	0.204	0.554
CDCA2	ESPL1	9606.ENSP00000328228	9606.ENSP00000257934	0	0	0	0	0.459	0	0	0.184	0.540
CDCA2	NDC80	9606.ENSP00000328228	9606.ENSP00000261597	0	0	0	0	0.694	0	0	0.293	0.774
CDCA2	CENPU	9606.ENSP00000328228	9606.ENSP00000281453	0	0	0	0	0.563	0	0	0.201	0.636
CDCA2	CLSPN	9606.ENSP00000328228	9606.ENSP00000312995	0	0	0	0	0.467	0	0	0.170	0.539
CDCA2	TYMS	9606.ENSP00000328228	9606.ENSP00000315644	0	0	0	0	0.562	0	0	0.160	0.617
CDCA2	DSCC1	9606.ENSP00000328228	9606.ENSP00000322180	0	0	0	0	0.394	0	0	0.141	0.458
CDCA2	CKAP2	9606.ENSP00000328228	9606.ENSP00000367276	0	0	0	0	0.386	0	0	0.178	0.474
CDCA2	CDCA4	9606.ENSP00000328228	9606.ENSP00000337226	0	0	0	0	0.292	0	0	0.426	0.576
CDCA2	KIFC1	9606.ENSP00000328228	9606.ENSP00000393963	0	0	0	0	0.424	0	0	0.337	0.602
CDCA2	RRM2	9606.ENSP00000328228	9606.ENSP00000353770	0	0	0	0	0.592	0	0	0.112	0.622
CDCA2	MKI67	9606.ENSP00000328228	9606.ENSP00000357643	0	0	0	0.541	0.610	0	0	0.255	0.650
CDCA2	TOP2A	9606.ENSP00000328228	9606.ENSP00000411532	0	0	0	0	0.652	0	0	0.266	0.734
CDCA2	KIF20A	9606.ENSP00000328228	9606.ENSP00000378356	0	0	0	0	0.597	0	0	0.418	0.755
CDCA2	KIF4A	9606.ENSP00000328228	9606.ENSP00000363524	0	0	0	0	0.613	0	0	0.467	0.785
CDCA2	NUSAP1	9606.ENSP00000328228	9606.ENSP00000453403	0	0	0	0	0.702	0	0	0.403	0.814
CDCA2	CDK1	9606.ENSP00000328228	9606.ENSP00000378699	0	0	0	0	0.614	0.270	0	0.639	0.889
CDCA2	NUP153	9606.ENSP00000328228	9606.ENSP00000444029	0	0	0	0	0.077	0.198	0	0.943	0.955
CDCA4	FEN1	9606.ENSP00000337226	9606.ENSP00000305480	0	0	0	0	0.504	0	0	0	0.504
CDCA4	TOP2A	9606.ENSP00000337226	9606.ENSP00000411532	0	0	0	0	0.328	0	0	0.180	0.425
CDCA4	E2F2	9606.ENSP00000337226	9606.ENSP00000355249	0	0	0	0	0.083	0	0	0.539	0.559
CDCA4	CDK1	9606.ENSP00000337226	9606.ENSP00000378699	0	0	0	0	0.540	0	0	0.096	0.566
CDK1	RFC2	9606.ENSP00000378699	9606.ENSP00000055077	0	0	0	0	0.318	0.058	0	0.688	0.782
CDK1	MYBL2	9606.ENSP00000378699	9606.ENSP00000217026	0	0	0	0	0.588	0.246	0	0.484	0.826
CDK1	NASP	9606.ENSP00000378699	9606.ENSP00000255120	0	0	0	0	0.572	0.182	0	0.224	0.704
CDK1	ESPL1	9606.ENSP00000378699	9606.ENSP00000257934	0	0	0	0	0.665	0.159	0	0.975	0.992
CDK1	NDC80	9606.ENSP00000378699	9606.ENSP00000261597	0	0	0	0	0.982	0	0	0.579	0.992
CDK1	PKMYT1	9606.ENSP00000378699	9606.ENSP00000262300	0	0	0.312	0.670	0.551	0.937	0.900	0.845	0.997
CDK1	GINS1	9606.ENSP00000378699	9606.ENSP00000262460	0	0	0	0	0.833	0.788	0	0.225	0.970
CDK1	CENPU	9606.ENSP00000378699	9606.ENSP00000281453	0	0	0	0	0.821	0	0	0.386	0.885
CDK1	HMGB2	9606.ENSP00000378699	9606.ENSP00000296503	0	0	0	0	0.777	0.057	0	0.105	0.795
CDK1	RAD21	9606.ENSP00000378699	9606.ENSP00000297338	0	0	0	0	0.148	0.077	0.900	0.643	0.968
CDK1	CHAF1A	9606.ENSP00000378699	9606.ENSP00000301280	0	0	0	0	0.408	0	0	0.120	0.457
CDK1	FEN1	9606.ENSP00000378699	9606.ENSP00000305480	0	0	0	0	0.850	0.351	0	0.399	0.936
CDK1	CLSPN	9606.ENSP00000378699	9606.ENSP00000312995	0	0	0	0	0.465	0	0	0.596	0.775
CDK1	TYMS	9606.ENSP00000378699	9606.ENSP00000315644	0	0	0	0	0.977	0	0	0.376	0.985
CDK1	CHAF1B	9606.ENSP00000378699	9606.ENSP00000315700	0	0	0	0	0.382	0.213	0	0.094	0.521
CDK1	DSCC1	9606.ENSP00000378699	9606.ENSP00000322180	0	0	0	0	0.722	0	0	0.119	0.744
CDK1	POLE	9606.ENSP00000378699	9606.ENSP00000322570	0	0	0	0	0.331	0.146	0	0.266	0.544
CDK1	LMNB2	9606.ENSP00000378699	9606.ENSP00000327054	0	0	0	0	0.327	0	0	0.562	0.693
CDK1	RRM2	9606.ENSP00000378699	9606.ENSP00000353770	0	0	0	0	0.972	0.463	0	0.546	0.992
CDK1	IQGAP3	9606.ENSP00000378699	9606.ENSP00000354451	0	0	0	0	0.417	0	0	0.153	0.485
CDK1	E2F2	9606.ENSP00000378699	9606.ENSP00000355249	0	0	0	0	0.120	0.148	0	0.620	0.690
CDK1	MKI67	9606.ENSP00000378699	9606.ENSP00000357643	0	0	0	0	0.843	0.270	0	0.672	0.959
CDK1	KIF4A	9606.ENSP00000378699	9606.ENSP00000363524	0	0	0	0	0.942	0.152	0	0.668	0.982
CDK1	MASTL	9606.ENSP00000378699	9606.ENSP00000365107	0	0	0	0.617	0.462	0	0.900	0.872	0.962
CDK1	TCF19	9606.ENSP00000378699	9606.ENSP00000365433	0	0	0	0	0.861	0	0	0.154	0.877
CDK1	CKAP2	9606.ENSP00000378699	9606.ENSP00000367276	0	0	0	0	0.948	0	0	0.402	0.968
CDK1	PCNA	9606.ENSP00000378699	9606.ENSP00000368458	0	0	0	0	0.982	0.629	0.360	0.448	0.997
CDK1	KIF20A	9606.ENSP00000378699	9606.ENSP00000378356	0	0	0	0	0.964	0.152	0	0.583	0.986
CDK1	NDE1	9606.ENSP00000378699	9606.ENSP00000379643	0	0	0	0	0.065	0.463	0	0.247	0.589
CDK1	KIFC1	9606.ENSP00000378699	9606.ENSP00000393963	0	0	0	0	0.805	0.152	0	0.484	0.907
CDK1	NUP153	9606.ENSP00000378699	9606.ENSP00000444029	0	0	0	0	0.108	0.076	0.900	0.301	0.934
CDK1	NUSAP1	9606.ENSP00000378699	9606.ENSP00000453403	0	0	0	0	0.992	0	0	0.462	0.995
CDK1	TOP2A	9606.ENSP00000378699	9606.ENSP00000411532	0	0	0	0	0.988	0.225	0	0.672	0.996
CENPU	MYBL2	9606.ENSP00000281453	9606.ENSP00000217026	0	0	0	0	0.377	0	0	0.108	0.421
CENPU	NDC80	9606.ENSP00000281453	9606.ENSP00000261597	0	0	0	0	0.788	0	0	0.938	0.986
CENPU	CLSPN	9606.ENSP00000281453	9606.ENSP00000312995	0	0	0	0	0.346	0	0	0.156	0.424
CENPU	CHAF1B	9606.ENSP00000281453	9606.ENSP00000315700	0	0	0	0	0.333	0	0	0.191	0.438
CENPU	KIFC1	9606.ENSP00000281453	9606.ENSP00000393963	0	0	0	0	0.295	0.121	0	0.217	0.473
CENPU	CHAF1A	9606.ENSP00000281453	9606.ENSP00000301280	0	0	0	0	0.490	0	0	0	0.490
CENPU	FEN1	9606.ENSP00000281453	9606.ENSP00000305480	0	0	0	0	0.561	0	0	0.076	0.578
CENPU	MKI67	9606.ENSP00000281453	9606.ENSP00000357643	0	0	0	0	0.548	0	0	0.185	0.616
CENPU	DSCC1	9606.ENSP00000281453	9606.ENSP00000322180	0	0	0	0	0.534	0	0	0.210	0.617
CENPU	CKAP2	9606.ENSP00000281453	9606.ENSP00000367276	0	0	0	0	0.337	0	0	0.467	0.632
CENPU	HMGB2	9606.ENSP00000281453	9606.ENSP00000296503	0	0	0	0	0.620	0	0	0.108	0.647
CENPU	PCNA	9606.ENSP00000281453	9606.ENSP00000368458	0	0	0	0	0.681	0	0	0	0.681
CENPU	KIF4A	9606.ENSP00000281453	9606.ENSP00000363524	0	0	0	0	0.565	0.121	0	0.241	0.684
CENPU	TYMS	9606.ENSP00000281453	9606.ENSP00000315644	0	0	0	0	0.699	0	0	0.232	0.759
CENPU	TOP2A	9606.ENSP00000281453	9606.ENSP00000411532	0	0	0	0	0.757	0	0	0.317	0.827
CENPU	RRM2	9606.ENSP00000281453	9606.ENSP00000353770	0	0	0	0	0.786	0	0	0.233	0.828
CENPU	KIF20A	9606.ENSP00000281453	9606.ENSP00000378356	0	0	0	0	0.680	0.245	0	0.388	0.839
CENPU	NUSAP1	9606.ENSP00000281453	9606.ENSP00000453403	0	0	0	0	0.784	0	0	0.397	0.864
CHAF1A	MYBL2	9606.ENSP00000301280	9606.ENSP00000217026	0	0	0	0	0.424	0	0	0.080	0.447
CHAF1A	NASP	9606.ENSP00000301280	9606.ENSP00000255120	0	0	0	0	0.377	0	0	0.353	0.580
CHAF1A	NDC80	9606.ENSP00000301280	9606.ENSP00000261597	0	0	0	0	0.689	0	0	0.113	0.713
CHAF1A	GINS1	9606.ENSP00000301280	9606.ENSP00000262460	0	0	0	0	0.234	0	0	0.414	0.532
CHAF1A	DSCC1	9606.ENSP00000301280	9606.ENSP00000322180	0	0	0	0	0.362	0	0	0.159	0.441
CHAF1A	KIF4A	9606.ENSP00000301280	9606.ENSP00000363524	0	0	0	0	0.461	0	0	0.075	0.480
CHAF1A	RRM2	9606.ENSP00000301280	9606.ENSP00000353770	0	0	0	0	0.413	0	0	0.189	0.504
CHAF1A	NUSAP1	9606.ENSP00000301280	9606.ENSP00000453403	0	0	0	0	0.309	0.272	0	0.123	0.520
CHAF1A	TOP2A	9606.ENSP00000301280	9606.ENSP00000411532	0	0	0	0	0.411	0	0	0.218	0.520
CHAF1A	KIF20A	9606.ENSP00000301280	9606.ENSP00000378356	0	0	0	0	0.445	0	0	0.222	0.550
CHAF1A	TYMS	9606.ENSP00000301280	9606.ENSP00000315644	0	0	0	0	0.319	0	0	0.373	0.555
CHAF1A	POLE	9606.ENSP00000301280	9606.ENSP00000322570	0	0	0	0	0.221	0.123	0	0.403	0.557
CHAF1A	CLSPN	9606.ENSP00000301280	9606.ENSP00000312995	0	0	0	0	0.571	0	0	0.096	0.596
CHAF1A	MKI67	9606.ENSP00000301280	9606.ENSP00000357643	0	0	0	0	0.532	0	0	0.193	0.606
CHAF1A	FEN1	9606.ENSP00000301280	9606.ENSP00000305480	0	0	0	0	0.632	0	0	0.258	0.715
CHAF1A	PCNA	9606.ENSP00000301280	9606.ENSP00000368458	0	0	0	0	0.707	0.874	0	0.058	0.962
CHAF1A	CHAF1B	9606.ENSP00000301280	9606.ENSP00000315700	0	0	0	0	0.540	0.948	0.900	0.963	0.999
CHAF1B	NASP	9606.ENSP00000315700	9606.ENSP00000255120	0	0	0	0	0.272	0	0	0.473	0.600
CHAF1B	ESPL1	9606.ENSP00000315700	9606.ENSP00000257934	0	0	0	0	0.438	0	0	0.057	0.447
CHAF1B	NDC80	9606.ENSP00000315700	9606.ENSP00000261597	0	0	0	0	0.578	0	0	0.087	0.598
CHAF1B	PKMYT1	9606.ENSP00000315700	9606.ENSP00000262300	0	0	0	0	0.194	0	0	0.381	0.480
CHAF1B	FEN1	9606.ENSP00000315700	9606.ENSP00000305480	0	0	0	0	0.614	0.182	0	0.197	0.725
CHAF1B	CLSPN	9606.ENSP00000315700	9606.ENSP00000312995	0	0	0	0	0.514	0	0	0.191	0.590
CHAF1B	TYMS	9606.ENSP00000315700	9606.ENSP00000315644	0	0	0	0	0.664	0	0	0.218	0.726
CHAF1B	KIFC1	9606.ENSP00000315700	9606.ENSP00000393963	0	0	0	0	0.303	0	0	0.211	0.427
CHAF1B	TOP2A	9606.ENSP00000315700	9606.ENSP00000411532	0	0	0	0	0.366	0	0	0.222	0.486
CHAF1B	NUSAP1	9606.ENSP00000315700	9606.ENSP00000453403	0	0	0	0	0.349	0	0	0.281	0.512
CHAF1B	RRM2	9606.ENSP00000315700	9606.ENSP00000353770	0	0	0	0	0.492	0	0	0.233	0.595
CHAF1B	KIF20A	9606.ENSP00000315700	9606.ENSP00000378356	0	0	0	0	0.448	0.270	0	0.154	0.629
CHAF1B	DSCC1	9606.ENSP00000315700	9606.ENSP00000322180	0	0	0	0	0.490	0	0	0.354	0.657
CHAF1B	POLE	9606.ENSP00000315700	9606.ENSP00000322570	0	0	0	0	0.667	0.070	0	0.337	0.777
CHAF1B	PCNA	9606.ENSP00000315700	9606.ENSP00000368458	0	0	0	0	0.734	0.897	0	0.426	0.983
CKAP2	ESPL1	9606.ENSP00000367276	9606.ENSP00000257934	0	0	0	0	0.670	0	0	0	0.670
CKAP2	NDC80	9606.ENSP00000367276	9606.ENSP00000261597	0	0	0	0	0.948	0	0	0.092	0.950
CKAP2	HMGB2	9606.ENSP00000367276	9606.ENSP00000296503	0	0	0	0	0.570	0	0	0	0.570
CKAP2	CLSPN	9606.ENSP00000367276	9606.ENSP00000312995	0	0	0	0	0.465	0	0	0.087	0.491
CKAP2	LMNB2	9606.ENSP00000367276	9606.ENSP00000327054	0	0	0	0	0.147	0	0	0.505	0.560
